kind,role,element,fingerprint,segments,styles,example_files
RHYTHM,ACC1,Variation 1,ced3e80fd8da78f7,4,2,"[""Factory Styles/Quick Step 2.mid"",""Factory Styles/Slow Band.mid""]"
RHYTHM,DRUM,Ending 1,9d0ee9f4ce6e6887,4,2,"[""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
RHYTHM,PERC,Ending 1,102786c969cb327d,4,2,"[""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
RHYTHM,PERC,Intro 1,93b5c2399bacfb08,4,2,"[""Factory Styles/Schlager 1.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,DRUM,Fill 2,32cf9692e2fbc990,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,DRUM,Ending 1,d6d30b7504cf07fb,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,DRUM,Ending 2,225ef476a517771f,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,PERC,Ending 1,51ee6cbec1d30eb4,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,PERC,Ending 2,a5704c6d6690d2d5,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,BASS,Ending 1,263a864150369873,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,BASS,Ending 2,0e4e631474b3696a,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC1,Ending 1,422fb37b42043578,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC1,Ending 2,c609811815e1db2c,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC2,Ending 1,6f933f26dd5b0a87,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC2,Ending 2,7c5d77dfacfc6ab5,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC3,Ending 1,8fe6219023f7909e,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC3,Ending 2,fbe5603d7d9ffd97,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC4,Variation 4,9f635c71e82e80df,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Tap Dance.mid""]"
RHYTHM,ACC4,Ending 1,2731abb6a2487234,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC4,Ending 2,11f8289e546b1c3d,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC5,Ending 1,ae2904e5d2e6daa7,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC5,Ending 2,3da5c61182785283,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,DRUM,Ending 1,1354e3c208cb6709,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
RHYTHM,BASS,Ending 1,d93d4bb18e4ef441,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
RHYTHM,ACC1,Fill 2,5ba326722714b163,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
RHYTHM,ACC1,Ending 1,9b1540054e6b83ad,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
RHYTHM,ACC2,Fill 2,55ec6ddb79fa009e,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
RHYTHM,ACC1,Variation 1,abe69ae507a0b9ec,4,2,"[""Factory Styles/Slow Fox.mid"",""Factory Styles/Unplugged Swing.mid""]"
RHYTHM,PERC,Fill 2,410e97d4a0136d33,4,2,"[""Factory Styles/Soul.mid"",""Factory Styles/The Avalon.mid""]"
RHYTHM,DRUM,Ending 2,ae12de3fa428d41b,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,PERC,Ending 2,cb2ee7135c67abcd,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,BASS,Ending 2,1c0fe8b7fd4a4360,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC1,Ending 2,60414fac0fd777bc,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC2,Ending 2,ac94ebd5ae61ff8b,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC3,Ending 2,f87d81806baf9d49,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC4,Ending 2,cf580014a57cbb26,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC5,Ending 2,11819bf135b67eaf,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
PERFORMANCE,PERC,Variation 1,e8e9fbb8add7e41d,4,2,"[""Factory Styles/Alpen Ballade.mid"",""Factory Styles/Schlager 2.mid""]"
PERFORMANCE,ACC5,Variation 3,abab7a8149c77c22,4,2,"[""Factory Styles/Analog Beat 1.mid"",""Factory Styles/Slow HipHop.mid""]"
PERFORMANCE,ACC1,Variation 4,cab2fb13ea1ad71d,4,2,"[""Factory Styles/Black Funk.mid"",""Factory Styles/ClassicSchlager1.mid""]"
PERFORMANCE,ACC3,Variation 4,8aac0256efa23588,4,2,"[""Factory Styles/Classic Funk.mid"",""Factory Styles/Italian Mazurka2.mid""]"
PERFORMANCE,DRUM,Ending 2,860ed36ae82af93f,4,2,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid""]"
PERFORMANCE,DRUM,Ending 3,ef34e0479e5f8bcb,4,2,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid""]"
PERFORMANCE,PERC,Ending 1,3b371bedbf9c659c,4,2,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid""]"
PERFORMANCE,PERC,Ending 2,a9afbbd1d06963b0,4,2,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid""]"
PERFORMANCE,PERC,Ending 3,49d3916003396cc4,4,2,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid""]"
PERFORMANCE,BASS,Fill 2,9806327dff11cc4e,4,2,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid""]"
PERFORMANCE,BASS,Fill 1,008bedb44c21871a,4,2,"[""Factory Styles/Country Beat 1.mid"",""Factory Styles/Meditando.mid""]"
PERFORMANCE,DRUM,Ending 3,6428c93d4dfe44e7,4,2,"[""Factory Styles/Country Pop.mid"",""Factory Styles/Modern Country.mid""]"
PERFORMANCE,PERC,Ending 3,0a15e646bd738e52,4,2,"[""Factory Styles/Country Pop.mid"",""Factory Styles/Modern Country.mid""]"
PERFORMANCE,DRUM,Ending 1,c5467828c6cc356c,4,2,"[""Factory Styles/Country QuikStep.mid"",""Factory Styles/Country Strum.mid""]"
PERFORMANCE,PERC,Ending 1,d89248b9a64aecfe,4,2,"[""Factory Styles/Country QuikStep.mid"",""Factory Styles/Country Strum.mid""]"
PERFORMANCE,DRUM,Ending 1,aa3e85bc695b101a,4,2,"[""Factory Styles/Dance Motown.mid"",""Factory Styles/Love Disco.mid""]"
PERFORMANCE,PERC,Ending 1,51d93531c9b9a7f0,4,2,"[""Factory Styles/Dance Motown.mid"",""Factory Styles/Love Disco.mid""]"
PERFORMANCE,ACC5,Variation 4,008bedb44c21871a,4,2,"[""Factory Styles/Disco Gully.mid"",""Factory Styles/Funky Ballad.mid""]"
PERFORMANCE,DRUM,Fill 1,af7d4ebbbacfdfa5,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid""]"
PERFORMANCE,DRUM,Fill 2,1c7054915c3178bf,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid""]"
PERFORMANCE,DRUM,Ending 2,49b8d79146918cc0,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Medium Schlager.mid""]"
PERFORMANCE,PERC,Fill 1,2a629bc06ca1f3d0,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid""]"
PERFORMANCE,PERC,Fill 2,8ac6e7b48b95a222,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid""]"
PERFORMANCE,PERC,Ending 1,2dbe0f38bd746c82,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Medium Schlager.mid""]"
PERFORMANCE,PERC,Ending 2,388b39d9c5f824f6,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Medium Schlager.mid""]"
PERFORMANCE,ACC2,Ending 2,351cc19aa5248808,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Medium Schlager.mid""]"
PERFORMANCE,ACC3,Fill 1,7a1899becfa94bb8,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid""]"
PERFORMANCE,ACC5,Ending 2,47095e614e21d0ef,4,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Medium Schlager.mid""]"
PERFORMANCE,DRUM,Ending 1,b48a6932fbc8fe48,4,2,"[""Factory Styles/Fast Big Band 1.mid"",""Factory Styles/Medium BigBand2.mid""]"
PERFORMANCE,PERC,Ending 1,40198424741e2fdf,4,2,"[""Factory Styles/Fast Big Band 2.mid"",""Factory Styles/Serenade Band.mid""]"
PERFORMANCE,PERC,Variation 1,e6dcfc71cf19a7eb,4,2,"[""Factory Styles/Folk Ballad 2.mid"",""Factory Styles/UnpluggedBallad2.mid""]"
PERFORMANCE,PERC,Fill 1,302a3178a561e254,4,2,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,PERC,Fill 2,302a3178a561e254,4,2,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC5,Variation 4,0327aa7782606421,4,2,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid""]"
PERFORMANCE,ACC1,Fill 1,e4b6a862623d658e,4,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC1,Variation 3,a9264d47b6f163ea,4,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC2,Variation 1,2e50aa0b22d2b42e,4,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC2,Variation 3,aedd3b15a9692bb4,4,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC3,Intro 1,2a0799ede34791eb,4,2,"[""Factory Styles/Groove It Up.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,DRUM,Fill 2,56c88aa2182db7bd,4,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,DRUM,Ending 2,71d0a4b17f787681,4,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,PERC,Fill 2,82a8e8249c025ed1,4,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,PERC,Ending 2,77bb22fcdae09ead,4,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,PERC,Ending 3,e4247fbff30a6d6f,4,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Fill 2,2f96932c1e510e72,4,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Variation 2,5a86d1fcfa2cff40,4,2,"[""Factory Styles/Jazzy PopFunk.mid"",""Factory Styles/Kool Funk.mid""]"
PERFORMANCE,ACC3,Variation 4,cf40a5513b7006af,4,2,"[""Factory Styles/Karma.mid"",""Factory Styles/Slow 6_8.mid""]"
PERFORMANCE,ACC1,Variation 1,2f485c69bcc649c6,4,2,"[""Factory Styles/Kool Funk.mid"",""Factory Styles/Smooth Jazz.mid""]"
PERFORMANCE,DRUM,Ending 1,3e5ba4f63c886f33,4,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,PERC,Fill 2,9f8bfcf209950558,4,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,PERC,Ending 1,2d5a36c544e59362,4,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,PERC,Ending 3,9f8bfcf209950558,4,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,DRUM,Ending 1,0c1433703309c532,4,2,"[""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
PERFORMANCE,PERC,Ending 1,89c781727f34543f,4,2,"[""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
PERFORMANCE,DRUM,Fill 2,c151d907d455c99e,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,DRUM,Break,579831869355613f,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,DRUM,Ending 1,1dca4c409c721528,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,DRUM,Ending 2,a067a4de91c75ed8,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,PERC,Fill 2,42da25e1d34a1d42,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,PERC,Ending 1,c82df77857e8917c,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,PERC,Ending 2,fa676380bd3fb628,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,BASS,Ending 1,208eacead615ee02,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,ACC1,Ending 1,6d081c99363d457d,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,ACC1,Ending 2,d7174ccd643eba76,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,ACC3,Ending 1,c0d6b4869f919055,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,ACC3,Ending 2,363c07403f458f4e,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,ACC4,Ending 1,16eae1b62efd33a9,4,2,"[""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
PERFORMANCE,DRUM,Ending 1,263f017964c3d47a,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
PERFORMANCE,ACC1,Fill 2,8c0445997748a1de,4,2,"[""Factory Styles/Slide Blues.mid"",""Factory Styles/Unplugged Rock.mid""]"
PERFORMANCE,DRUM,Ending 2,485cff2bda1e3053,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
PERFORMANCE,PERC,Ending 2,9ffb774c1813d726,4,2,"[""Factory Styles/Standard 16 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC3,Fill 1,a9e0803975080f5c,3,2,"[""Factory Styles/60's Dance.mid"",""Factory Styles/Bar Country.mid""]"
RHYTHM,BASS,Variation 1,93b5c2399bacfb08,3,2,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Dance Schlager.mid""]"
RHYTHM,BASS,Variation 2,93b5c2399bacfb08,3,2,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Dance Schlager.mid""]"
RHYTHM,DRUM,Fill 1,9b8fc5c835ae93d9,3,2,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Schlager 1.mid""]"
RHYTHM,ACC5,Variation 4,1b44db378d271dbf,3,2,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Classic Funk.mid""]"
RHYTHM,BASS,Variation 1,d1c8065c81c04bc0,3,2,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Hollywood 2.mid""]"
RHYTHM,ACC3,Break,19e2901592136a4a,3,2,"[""Factory Styles/Al Funk.mid"",""Factory Styles/Western Movie.mid""]"
RHYTHM,ACC1,Fill 1,e77b4151451d09d8,3,2,"[""Factory Styles/Alpen Ballade.mid"",""Factory Styles/Gospel Swing.mid""]"
RHYTHM,PERC,Variation 3,d9d199a69210a403,3,2,"[""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Schlager 4.mid""]"
RHYTHM,DRUM,Intro 2,295ab2fd02be5343,3,2,"[""Factory Styles/Analog Beat 1.mid"",""Factory Styles/Pop Ballad.mid""]"
RHYTHM,PERC,Variation 2,053a2edbcccee563,3,2,"[""Factory Styles/Analog Beat 1.mid"",""Factory Styles/Classic Funk.mid""]"
RHYTHM,ACC1,Fill 2,b37583dc71b8c2b2,3,2,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Fox Schlager.mid""]"
RHYTHM,ACC1,Fill 1,653d112d74dc6c37,3,2,"[""Factory Styles/Army Band.mid"",""Factory Styles/Color Ballad.mid""]"
RHYTHM,ACC2,Fill 2,b37583dc71b8c2b2,3,2,"[""Factory Styles/Army Band.mid"",""Factory Styles/Fox Schlager.mid""]"
RHYTHM,ACC3,Intro 1,6743a33b8df5829c,3,2,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Pop Shuffle 1.mid""]"
RHYTHM,BASS,Break,2c1eb8261cf26959,3,2,"[""Factory Styles/Bigger Band.mid"",""Factory Styles/Fast Big Band 1.mid""]"
RHYTHM,PERC,Variation 4,e160668c3de15472,3,2,"[""Factory Styles/Black Funk.mid"",""Factory Styles/Guitar Pop.mid""]"
RHYTHM,DRUM,Ending 3,8dfaf098fb970e53,3,2,"[""Factory Styles/Bluegrass.mid"",""Factory Styles/German Polka.mid""]"
RHYTHM,BASS,Ending 2,52f09836fb5dc9fc,3,2,"[""Factory Styles/Bluegrass.mid"",""Factory Styles/Hollywood 2.mid""]"
RHYTHM,ACC5,Fill 1,692031560615db20,3,2,"[""Factory Styles/Bluegrass.mid"",""Factory Styles/House Garage.mid""]"
RHYTHM,DRUM,Fill 1,e57fc0974f91ec0b,3,2,"[""Factory Styles/Blues Ballad.mid"",""Factory Styles/Disco Gully.mid""]"
RHYTHM,PERC,Variation 1,99127d32688ff238,3,2,"[""Factory Styles/Blues Ballad.mid"",""Factory Styles/Organ Evergreens.mid""]"
RHYTHM,PERC,Fill 1,021d235bc56e9818,3,2,"[""Factory Styles/Blues Ballad.mid"",""Factory Styles/Fox Shuffle 1.mid""]"
RHYTHM,DRUM,Intro 2,cc4f7144a108476a,3,2,"[""Factory Styles/Blues.mid"",""Factory Styles/Disco Gully.mid""]"
RHYTHM,PERC,Fill 1,cba2fdf5c5772adc,3,2,"[""Factory Styles/British Pop.mid"",""Factory Styles/Groove It Up.mid""]"
RHYTHM,BASS,Intro 2,6274b18da8d6546e,3,2,"[""Factory Styles/British Pop.mid"",""Factory Styles/Country Ballad 1.mid""]"
RHYTHM,ACC3,Fill 1,653d112d74dc6c37,3,2,"[""Factory Styles/Broadway.mid"",""Factory Styles/Motown Shuffle 2.mid""]"
RHYTHM,BASS,Variation 4,fedc25cd3ee9190e,3,2,"[""Factory Styles/Caribbean.mid"",""Factory Styles/Disco Schlager.mid""]"
RHYTHM,BASS,Variation 1,d82eb07f8f0b3691,3,2,"[""Factory Styles/Classic Beat.mid"",""Factory Styles/Easy Beat 1.mid""]"
RHYTHM,DRUM,Variation 4,f0486667f0d899de,3,2,"[""Factory Styles/ClassicSchlager1.mid"",""Factory Styles/Pop Chart 2.mid""]"
RHYTHM,ACC1,Fill 1,b37583dc71b8c2b2,3,2,"[""Factory Styles/ClassicSchlager1.mid"",""Factory Styles/Hip Hindi Hop.mid""]"
RHYTHM,ACC4,Fill 2,0e72a4788c62d97d,3,2,"[""Factory Styles/ClassicSchlager2.mid"",""Factory Styles/Slow Pop 6_8.mid""]"
RHYTHM,ACC1,Break,54015302c3c0b258,3,2,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Take Beat.mid""]"
RHYTHM,ACC2,Fill 1,9e34d20914f008da,3,2,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Slow & Jazzy.mid""]"
RHYTHM,ACC2,Fill 2,54015302c3c0b258,3,2,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Unplugged Slow.mid""]"
RHYTHM,BASS,Ending 3,fae316fc1428ada9,3,2,"[""Factory Styles/Country 3_4.mid"",""Factory Styles/French Waltz.mid""]"
RHYTHM,ACC3,Variation 3,d28cfcf57f4956da,3,2,"[""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Soca Dance.mid""]"
RHYTHM,BASS,Fill 1,5b62c3e79d097c9a,3,2,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Motown Shuffle 2.mid""]"
RHYTHM,ACC2,Variation 3,1b44db378d271dbf,3,2,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Philly Disco.mid""]"
RHYTHM,ACC2,Variation 4,1b44db378d271dbf,3,2,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Philly Disco.mid""]"
RHYTHM,ACC3,Variation 4,209a92e28766ba0f,3,2,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Groove.mid""]"
RHYTHM,ACC3,Ending 1,cba2fdf5c5772adc,3,2,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Country Ballad 2.mid""]"
RHYTHM,ACC3,Fill 1,ea026ee5c50d7a3c,3,2,"[""Factory Styles/Country Beat 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
RHYTHM,ACC2,Fill 1,ab575b1c3401fa68,3,2,"[""Factory Styles/Country Boogie.mid"",""Factory Styles/Rock Schlager.mid""]"
RHYTHM,ACC2,Fill 1,c19637d579edc933,3,2,"[""Factory Styles/Country QuikStep.mid"",""Factory Styles/Hully Gully.mid""]"
RHYTHM,ACC1,Intro 2,295ab2fd02be5343,3,2,"[""Factory Styles/Country Schlager.mid"",""Factory Styles/Medium Schlager.mid""]"
RHYTHM,BASS,Ending 1,d88a7368386ca805,3,2,"[""Factory Styles/CountryShuffle 2.mid"",""Factory Styles/Irish Fox.mid""]"
RHYTHM,ACC2,Fill 1,5075e2d0ec32e8db,3,2,"[""Factory Styles/CountryShuffle 2.mid"",""Factory Styles/SchlagerShuffle1.mid""]"
RHYTHM,DRUM,Ending 1,aeca57af9332e6c2,3,2,"[""Factory Styles/Dance Mix.mid"",""Factory Styles/Disco Latin.mid""]"
RHYTHM,PERC,Ending 1,57ba1724fafeb6ae,3,2,"[""Factory Styles/Dance Mix.mid"",""Factory Styles/Disco Latin.mid""]"
RHYTHM,DRUM,Variation 4,f4de0f61ed63523d,3,2,"[""Factory Styles/Dance Schlager.mid"",""Factory Styles/Oriental Dance.mid""]"
RHYTHM,DRUM,Variation 2,cc4f7144a108476a,3,2,"[""Factory Styles/Disco Gully.mid"",""Factory Styles/Pop 12_8.mid""]"
RHYTHM,ACC1,Fill 1,5ba326722714b163,3,2,"[""Factory Styles/Disco Gully.mid"",""Factory Styles/Slide Blues.mid""]"
RHYTHM,DRUM,Break,3a2c8487c0de19a6,3,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid""]"
RHYTHM,PERC,Intro 3,cbbb233e1293faca,3,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Standard 16 Beat.mid""]"
RHYTHM,BASS,Intro 2,54b357a8d20990cf,3,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Organ Evergreens.mid""]"
RHYTHM,ACC4,Variation 1,fe16c3dbabb93bff,3,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,ACC4,Variation 2,fe16c3dbabb93bff,3,2,"[""Factory Styles/Disco Schlager.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,DRUM,Fill 1,5adbd8642abaedb3,3,2,"[""Factory Styles/Easy Beat 2.mid"",""Factory Styles/Rock Ballad 2.mid""]"
RHYTHM,PERC,Intro 2,4506c305571a3fb8,3,2,"[""Factory Styles/Easy Listening.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC4,Fill 1,2c1eb8261cf26959,3,2,"[""Factory Styles/Easy Listening.mid"",""Factory Styles/Fox Shuffle 2.mid""]"
RHYTHM,ACC4,Fill 2,2c1eb8261cf26959,3,2,"[""Factory Styles/Easy Listening.mid"",""Factory Styles/Fox Shuffle 2.mid""]"
RHYTHM,BASS,Fill 1,453c2c5f79b9af51,3,2,"[""Factory Styles/Fast Pop.mid"",""Factory Styles/Half Beat.mid""]"
RHYTHM,DRUM,Fill 2,5adbd8642abaedb3,3,2,"[""Factory Styles/Folk Ballad 1.mid"",""Factory Styles/Unplugged 8 Bt.mid""]"
RHYTHM,BASS,Fill 2,e15a3ee6c856008c,3,2,"[""Factory Styles/Folk Ballad 1.mid"",""Factory Styles/Folk Ballad 2.mid""]"
RHYTHM,ACC1,Break,19e2901592136a4a,3,2,"[""Factory Styles/Folk Ballad 2.mid"",""Factory Styles/Unplugged Gtr 2.mid""]"
RHYTHM,BASS,Variation 1,cd9b639ffa0e0608,3,2,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Irish Waltz.mid""]"
RHYTHM,BASS,Ending 1,c995c688064c6d23,3,2,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Musette Waltz.mid""]"
RHYTHM,ACC2,Fill 1,eff7f5b5b7138bb4,3,2,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Italian Waltz.mid""]"
RHYTHM,ACC2,Fill 2,eff7f5b5b7138bb4,3,2,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Italian Waltz.mid""]"
